"cell_id","surface_id","row_id","capability_id","gates","evidence_requirement","provider_support","provider_evidence","hulee_implementation","automated_evidence","live_evidence","limitation_ids","condition","backlog_tasks","last_verified"
"max_user_session.private_peer::group.reply_binding_destination","max_user_session.private_peer","GROUP-DESTINATION","group.reply_binding_destination","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","Replying to a group must never open a private dialog with the sender.","INB2-ACC-007|INB2-MSG-002|INB2-MSG-004|INB2-SRC-005","2026-07-10"
"max_user_session.group::group.reply_binding_destination","max_user_session.group","GROUP-DESTINATION","group.reply_binding_destination","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Replying to a group must never open a private dialog with the sender.","INB2-ACC-007|INB2-MSG-002|INB2-MSG-004|INB2-SRC-005","2026-07-10"
"telegram_user_session.private_peer::group.roster_snapshot_fidelity","telegram_user_session.private_peer","ROSTER-SNAPSHOT","group.roster_snapshot_fidelity","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","Capability declares full, partial, none or unknown; canonical observations map to ADR 0010 completeness.","INB2-DMX-001|INB2-SRC-003|INB2-SRC-004","2026-07-11"
"telegram_user_session.group::group.roster_snapshot_fidelity","telegram_user_session.group","ROSTER-SNAPSHOT","group.roster_snapshot_fidelity","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Capability declares full, partial, none or unknown; canonical observations map to ADR 0010 completeness.","INB2-DMX-001|INB2-SRC-003|INB2-SRC-004|INB2-TG-003|INB2-TG-004","2026-07-11"
"whatsapp_user_session.private_jid::group.roster_snapshot_fidelity","whatsapp_user_session.private_jid","ROSTER-SNAPSHOT","group.roster_snapshot_fidelity","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","Capability declares full, partial, none or unknown; canonical observations map to ADR 0010 completeness.","INB2-DMX-001|INB2-SRC-003|INB2-SRC-004","2026-07-11"
"whatsapp_user_session.group_jid::group.roster_snapshot_fidelity","whatsapp_user_session.group_jid","ROSTER-SNAPSHOT","group.roster_snapshot_fidelity","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Capability declares full, partial, none or unknown; canonical observations map to ADR 0010 completeness.","INB2-DMX-001|INB2-SRC-003|INB2-SRC-004|INB2-WA-001","2026-07-11"
"max_user_session.private_peer::group.roster_snapshot_fidelity","max_user_session.private_peer","ROSTER-SNAPSHOT","group.roster_snapshot_fidelity","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","Capability declares full, partial, none or unknown; canonical observations map to ADR 0010 completeness.","INB2-DMX-001|INB2-SRC-003|INB2-SRC-004","2026-07-11"
"max_user_session.group::group.roster_snapshot_fidelity","max_user_session.group","ROSTER-SNAPSHOT","group.roster_snapshot_fidelity","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Capability declares full, partial, none or unknown; canonical observations map to ADR 0010 completeness.","INB2-DMX-001|INB2-MAX-001|INB2-SRC-003|INB2-SRC-004","2026-07-11"
"telegram_user_session.private_peer::group.membership_events","telegram_user_session.private_peer","ROSTER-MEMBERSHIP","group.membership_events","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","Join/leave/add/remove/service events need durable temporal membership.","INB2-SRC-003|INB2-SRC-004|INB2-TG-003","2026-07-10"
"telegram_user_session.group::group.membership_events","telegram_user_session.group","ROSTER-MEMBERSHIP","group.membership_events","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Join/leave/add/remove/service events need durable temporal membership.","INB2-SRC-003|INB2-SRC-004|INB2-TG-003","2026-07-10"
"whatsapp_user_session.private_jid::group.membership_events","whatsapp_user_session.private_jid","ROSTER-MEMBERSHIP","group.membership_events","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","Join/leave/add/remove/service events need durable temporal membership.","INB2-SRC-003|INB2-SRC-004|INB2-WA-001","2026-07-10"
"whatsapp_user_session.group_jid::group.membership_events","whatsapp_user_session.group_jid","ROSTER-MEMBERSHIP","group.membership_events","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Join/leave/add/remove/service events need durable temporal membership.","INB2-SRC-003|INB2-SRC-004|INB2-WA-001","2026-07-10"
"max_user_session.private_peer::group.membership_events","max_user_session.private_peer","ROSTER-MEMBERSHIP","group.membership_events","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","Join/leave/add/remove/service events need durable temporal membership.","INB2-MAX-001|INB2-SRC-003|INB2-SRC-004","2026-07-10"
"max_user_session.group::group.membership_events","max_user_session.group","ROSTER-MEMBERSHIP","group.membership_events","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Join/leave/add/remove/service events need durable temporal membership.","INB2-MAX-001|INB2-SRC-003|INB2-SRC-004","2026-07-10"
"telegram_user_session.private_peer::group.owner_admin_member_roles","telegram_user_session.private_peer","ROSTER-ROLES","group.owner_admin_member_roles","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","Provider role evidence never grants Hulee RBAC or responsibility.","INB2-RBAC-002|INB2-SRC-003|INB2-SRC-004","2026-07-10"
"telegram_user_session.group::group.owner_admin_member_roles","telegram_user_session.group","ROSTER-ROLES","group.owner_admin_member_roles","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Provider role evidence never grants Hulee RBAC or responsibility.","INB2-RBAC-002|INB2-SRC-003|INB2-SRC-004|INB2-TG-003|INB2-TG-004","2026-07-10"
"whatsapp_user_session.private_jid::group.owner_admin_member_roles","whatsapp_user_session.private_jid","ROSTER-ROLES","group.owner_admin_member_roles","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","Provider role evidence never grants Hulee RBAC or responsibility.","INB2-RBAC-002|INB2-SRC-003|INB2-SRC-004","2026-07-10"
"whatsapp_user_session.group_jid::group.owner_admin_member_roles","whatsapp_user_session.group_jid","ROSTER-ROLES","group.owner_admin_member_roles","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Provider role evidence never grants Hulee RBAC or responsibility.","INB2-RBAC-002|INB2-SRC-003|INB2-SRC-004|INB2-WA-001","2026-07-10"
"max_user_session.private_peer::group.owner_admin_member_roles","max_user_session.private_peer","ROSTER-ROLES","group.owner_admin_member_roles","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","Provider role evidence never grants Hulee RBAC or responsibility.","INB2-RBAC-002|INB2-SRC-003|INB2-SRC-004","2026-07-10"
"max_user_session.group::group.owner_admin_member_roles","max_user_session.group","ROSTER-ROLES","group.owner_admin_member_roles","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Provider role evidence never grants Hulee RBAC or responsibility.","INB2-MAX-001|INB2-RBAC-002|INB2-SRC-003|INB2-SRC-004","2026-07-10"
"telegram_user_session.private_peer::group.sender_participant_mapping","telegram_user_session.private_peer","ROSTER-SENDER","group.sender_participant_mapping","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","Every message author is a participant; transport sender/account remain separate.","INB2-SRC-003|INB2-SRC-004|INB2-TG-003","2026-07-10"
"telegram_user_session.group::group.sender_participant_mapping","telegram_user_session.group","ROSTER-SENDER","group.sender_participant_mapping","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Every message author is a participant; transport sender/account remain separate.","INB2-SRC-003|INB2-SRC-004|INB2-TG-003","2026-07-10"
"whatsapp_user_session.private_jid::group.sender_participant_mapping","whatsapp_user_session.private_jid","ROSTER-SENDER","group.sender_participant_mapping","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","Every message author is a participant; transport sender/account remain separate.","INB2-SRC-003|INB2-SRC-004|INB2-WA-001","2026-07-10"
"whatsapp_user_session.group_jid::group.sender_participant_mapping","whatsapp_user_session.group_jid","ROSTER-SENDER","group.sender_participant_mapping","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Every message author is a participant; transport sender/account remain separate.","INB2-SRC-003|INB2-SRC-004|INB2-WA-001","2026-07-10"
"max_user_session.private_peer::group.sender_participant_mapping","max_user_session.private_peer","ROSTER-SENDER","group.sender_participant_mapping","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","Every message author is a participant; transport sender/account remain separate.","INB2-MAX-001|INB2-SRC-003|INB2-SRC-004","2026-07-10"
"max_user_session.group::group.sender_participant_mapping","max_user_session.group","ROSTER-SENDER","group.sender_participant_mapping","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Every message author is a participant; transport sender/account remain separate.","INB2-MAX-001|INB2-SRC-003|INB2-SRC-004","2026-07-10"
"telegram_user_session.private_peer::group.partial_roster_no_false_leave","telegram_user_session.private_peer","ROSTER-PARTIAL-SAFE","group.partial_roster_no_false_leave","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","Advisory/partial data never implies leave or provider-wide completeness.","INB2-ACC-003|INB2-SRC-003|INB2-SRC-004","2026-07-10"
"telegram_user_session.group::group.partial_roster_no_false_leave","telegram_user_session.group","ROSTER-PARTIAL-SAFE","group.partial_roster_no_false_leave","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Advisory/partial data never implies leave or provider-wide completeness.","INB2-ACC-003|INB2-SRC-003|INB2-SRC-004","2026-07-10"
"whatsapp_user_session.private_jid::group.partial_roster_no_false_leave","whatsapp_user_session.private_jid","ROSTER-PARTIAL-SAFE","group.partial_roster_no_false_leave","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","Advisory/partial data never implies leave or provider-wide completeness.","INB2-ACC-003|INB2-SRC-003|INB2-SRC-004","2026-07-10"
"whatsapp_user_session.group_jid::group.partial_roster_no_false_leave","whatsapp_user_session.group_jid","ROSTER-PARTIAL-SAFE","group.partial_roster_no_false_leave","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Advisory/partial data never implies leave or provider-wide completeness.","INB2-ACC-003|INB2-SRC-003|INB2-SRC-004","2026-07-10"
"max_user_session.private_peer::group.partial_roster_no_false_leave","max_user_session.private_peer","ROSTER-PARTIAL-SAFE","group.partial_roster_no_false_leave","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","Advisory/partial data never implies leave or provider-wide completeness.","INB2-ACC-003|INB2-SRC-003|INB2-SRC-004","2026-07-10"
"max_user_session.group::group.partial_roster_no_false_leave","max_user_session.group","ROSTER-PARTIAL-SAFE","group.partial_roster_no_false_leave","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Advisory/partial data never implies leave or provider-wide completeness.","INB2-ACC-003|INB2-SRC-003|INB2-SRC-004","2026-07-10"
"telegram_user_session.private_peer::multi_account.group_thread_dedupe","telegram_user_session.private_peer","MULTI-GROUP-DEDUPE","multi_account.group_thread_dedupe","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","One provider group through two accounts becomes one thread only with exact provider scope.","INB2-ACC-007|INB2-SRC-005|INB2-SRC-006|INB2-TG-004","2026-07-10"
"telegram_user_session.group::multi_account.group_thread_dedupe","telegram_user_session.group","MULTI-GROUP-DEDUPE","multi_account.group_thread_dedupe","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","One provider group through two accounts becomes one thread only with exact provider scope.","INB2-ACC-007|INB2-SRC-005|INB2-SRC-006|INB2-TG-004","2026-07-10"
"whatsapp_user_session.private_jid::multi_account.group_thread_dedupe","whatsapp_user_session.private_jid","MULTI-GROUP-DEDUPE","multi_account.group_thread_dedupe","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","One provider group through two accounts becomes one thread only with exact provider scope.","INB2-ACC-007|INB2-SRC-005|INB2-SRC-006|INB2-WA-001","2026-07-10"
"whatsapp_user_session.group_jid::multi_account.group_thread_dedupe","whatsapp_user_session.group_jid","MULTI-GROUP-DEDUPE","multi_account.group_thread_dedupe","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","One provider group through two accounts becomes one thread only with exact provider scope.","INB2-ACC-007|INB2-SRC-005|INB2-SRC-006|INB2-WA-001","2026-07-10"
"max_user_session.private_peer::multi_account.group_thread_dedupe","max_user_session.private_peer","MULTI-GROUP-DEDUPE","multi_account.group_thread_dedupe","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","One provider group through two accounts becomes one thread only with exact provider scope.","INB2-ACC-007|INB2-MAX-001|INB2-SRC-005|INB2-SRC-006","2026-07-10"
"max_user_session.group::multi_account.group_thread_dedupe","max_user_session.group","MULTI-GROUP-DEDUPE","multi_account.group_thread_dedupe","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","One provider group through two accounts becomes one thread only with exact provider scope.","INB2-ACC-007|INB2-MAX-001|INB2-SRC-005|INB2-SRC-006","2026-07-10"
"telegram_user_session.private_peer::multi_account.private_thread_separate","telegram_user_session.private_peer","MULTI-PRIVATE-SEPARATE","multi_account.private_thread_separate","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","The same peer through two accounts remains two account-scoped private threads.","INB2-SRC-005|INB2-TG-002|INB2-TG-004","2026-07-10"
"telegram_user_session.group::multi_account.private_thread_separate","telegram_user_session.group","MULTI-PRIVATE-SEPARATE","multi_account.private_thread_separate","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","The same peer through two accounts remains two account-scoped private threads.","INB2-SRC-005|INB2-TG-003|INB2-TG-004","2026-07-10"
"whatsapp_user_session.private_jid::multi_account.private_thread_separate","whatsapp_user_session.private_jid","MULTI-PRIVATE-SEPARATE","multi_account.private_thread_separate","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","The same peer through two accounts remains two account-scoped private threads.","INB2-SRC-005|INB2-WA-001","2026-07-10"
"whatsapp_user_session.group_jid::multi_account.private_thread_separate","whatsapp_user_session.group_jid","MULTI-PRIVATE-SEPARATE","multi_account.private_thread_separate","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","The same peer through two accounts remains two account-scoped private threads.","INB2-SRC-005|INB2-WA-001","2026-07-10"
"max_user_session.private_peer::multi_account.private_thread_separate","max_user_session.private_peer","MULTI-PRIVATE-SEPARATE","multi_account.private_thread_separate","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","The same peer through two accounts remains two account-scoped private threads.","INB2-MAX-001|INB2-SRC-005","2026-07-10"
"max_user_session.group::multi_account.private_thread_separate","max_user_session.group","MULTI-PRIVATE-SEPARATE","multi_account.private_thread_separate","TG:G2; all:G4/G7","auto","not_applicable","not_required(surface_not_applicable)","not_applicable","not_required(surface_not_applicable)","not_required(surface_not_applicable)","LIM-SURFACE-APPLICABILITY-001","The same peer through two accounts remains two account-scoped private threads.","INB2-MAX-001|INB2-SRC-005","2026-07-10"
"telegram_user_session.private_peer::multi_account.source_occurrence_dedupe","telegram_user_session.private_peer","MULTI-OCCURRENCE","multi_account.source_occurrence_dedupe","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","Retain every account observation; merge canonical Message only by exact message scope.","INB2-MSG-007|INB2-SRC-006|INB2-TG-002|INB2-TG-004","2026-07-10"
"telegram_user_session.group::multi_account.source_occurrence_dedupe","telegram_user_session.group","MULTI-OCCURRENCE","multi_account.source_occurrence_dedupe","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Retain every account observation; merge canonical Message only by exact message scope.","INB2-MSG-007|INB2-SRC-006|INB2-TG-003|INB2-TG-004","2026-07-10"
"whatsapp_user_session.private_jid::multi_account.source_occurrence_dedupe","whatsapp_user_session.private_jid","MULTI-OCCURRENCE","multi_account.source_occurrence_dedupe","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","Retain every account observation; merge canonical Message only by exact message scope.","INB2-MSG-007|INB2-SRC-006|INB2-WA-001","2026-07-10"
"whatsapp_user_session.group_jid::multi_account.source_occurrence_dedupe","whatsapp_user_session.group_jid","MULTI-OCCURRENCE","multi_account.source_occurrence_dedupe","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Retain every account observation; merge canonical Message only by exact message scope.","INB2-MSG-007|INB2-SRC-006|INB2-WA-001","2026-07-10"
"max_user_session.private_peer::multi_account.source_occurrence_dedupe","max_user_session.private_peer","MULTI-OCCURRENCE","multi_account.source_occurrence_dedupe","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","Retain every account observation; merge canonical Message only by exact message scope.","INB2-MAX-001|INB2-MSG-007|INB2-SRC-006","2026-07-10"
"max_user_session.group::multi_account.source_occurrence_dedupe","max_user_session.group","MULTI-OCCURRENCE","multi_account.source_occurrence_dedupe","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Retain every account observation; merge canonical Message only by exact message scope.","INB2-MAX-001|INB2-MSG-007|INB2-SRC-006","2026-07-10"
"telegram_user_session.private_peer::multi_account.exact_route_selection","telegram_user_session.private_peer","MULTI-ROUTE-SELECTION","multi_account.exact_route_selection","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","Explicit/preferred/only route resolves once; ambiguous route fails with no provider call.","INB2-ACC-008|INB2-MSG-002|INB2-TG-002|INB2-TG-004","2026-07-10"
"telegram_user_session.group::multi_account.exact_route_selection","telegram_user_session.group","MULTI-ROUTE-SELECTION","multi_account.exact_route_selection","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Explicit/preferred/only route resolves once; ambiguous route fails with no provider call.","INB2-ACC-008|INB2-MSG-002|INB2-TG-003|INB2-TG-004","2026-07-10"
"whatsapp_user_session.private_jid::multi_account.exact_route_selection","whatsapp_user_session.private_jid","MULTI-ROUTE-SELECTION","multi_account.exact_route_selection","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","Explicit/preferred/only route resolves once; ambiguous route fails with no provider call.","INB2-ACC-008|INB2-MSG-002|INB2-WA-001","2026-07-10"
"whatsapp_user_session.group_jid::multi_account.exact_route_selection","whatsapp_user_session.group_jid","MULTI-ROUTE-SELECTION","multi_account.exact_route_selection","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Explicit/preferred/only route resolves once; ambiguous route fails with no provider call.","INB2-ACC-008|INB2-MSG-002|INB2-WA-001","2026-07-10"
"max_user_session.private_peer::multi_account.exact_route_selection","max_user_session.private_peer","MULTI-ROUTE-SELECTION","multi_account.exact_route_selection","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","Explicit/preferred/only route resolves once; ambiguous route fails with no provider call.","INB2-ACC-008|INB2-MAX-001|INB2-MSG-002","2026-07-10"
"max_user_session.group::multi_account.exact_route_selection","max_user_session.group","MULTI-ROUTE-SELECTION","multi_account.exact_route_selection","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Explicit/preferred/only route resolves once; ambiguous route fails with no provider call.","INB2-ACC-008|INB2-MAX-001|INB2-MSG-002","2026-07-10"
"telegram_user_session.private_peer::multi_account.normal_send_no_fanout","telegram_user_session.private_peer","MULTI-NO-FANOUT","multi_account.normal_send_no_fanout","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","One normal send never fans out to every binding; multi-send is a separate explicit command.","INB2-ACC-008|INB2-MSG-002","2026-07-10"
"telegram_user_session.group::multi_account.normal_send_no_fanout","telegram_user_session.group","MULTI-NO-FANOUT","multi_account.normal_send_no_fanout","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","One normal send never fans out to every binding; multi-send is a separate explicit command.","INB2-ACC-008|INB2-MSG-002","2026-07-10"
"whatsapp_user_session.private_jid::multi_account.normal_send_no_fanout","whatsapp_user_session.private_jid","MULTI-NO-FANOUT","multi_account.normal_send_no_fanout","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","One normal send never fans out to every binding; multi-send is a separate explicit command.","INB2-ACC-008|INB2-MSG-002","2026-07-10"
"whatsapp_user_session.group_jid::multi_account.normal_send_no_fanout","whatsapp_user_session.group_jid","MULTI-NO-FANOUT","multi_account.normal_send_no_fanout","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","One normal send never fans out to every binding; multi-send is a separate explicit command.","INB2-ACC-008|INB2-MSG-002","2026-07-10"
"max_user_session.private_peer::multi_account.normal_send_no_fanout","max_user_session.private_peer","MULTI-NO-FANOUT","multi_account.normal_send_no_fanout","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","One normal send never fans out to every binding; multi-send is a separate explicit command.","INB2-ACC-008|INB2-MSG-002","2026-07-10"
"max_user_session.group::multi_account.normal_send_no_fanout","max_user_session.group","MULTI-NO-FANOUT","multi_account.normal_send_no_fanout","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","One normal send never fans out to every binding; multi-send is a separate explicit command.","INB2-ACC-008|INB2-MSG-002","2026-07-10"
"telegram_user_session.private_peer::multi_account.reference_portability","telegram_user_session.private_peer","MULTI-REFERENCE-PORTABILITY","multi_account.reference_portability","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","Reply/lifecycle reference may be binding-local and cannot silently hop account.","INB2-DMX-001|INB2-MSG-004|INB2-MSG-005|INB2-MSG-006","2026-07-10"
"telegram_user_session.group::multi_account.reference_portability","telegram_user_session.group","MULTI-REFERENCE-PORTABILITY","multi_account.reference_portability","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Reply/lifecycle reference may be binding-local and cannot silently hop account.","INB2-DMX-001|INB2-MSG-004|INB2-MSG-005|INB2-MSG-006","2026-07-10"
"whatsapp_user_session.private_jid::multi_account.reference_portability","whatsapp_user_session.private_jid","MULTI-REFERENCE-PORTABILITY","multi_account.reference_portability","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","Reply/lifecycle reference may be binding-local and cannot silently hop account.","INB2-DMX-001|INB2-MSG-004|INB2-MSG-005|INB2-MSG-006","2026-07-10"
"whatsapp_user_session.group_jid::multi_account.reference_portability","whatsapp_user_session.group_jid","MULTI-REFERENCE-PORTABILITY","multi_account.reference_portability","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-GROUP-EVIDENCE-001|LIM-PROVIDER-LEGAL-001","Reply/lifecycle reference may be binding-local and cannot silently hop account.","INB2-DMX-001|INB2-MSG-004|INB2-MSG-005|INB2-MSG-006","2026-07-10"
"max_user_session.private_peer::multi_account.reference_portability","max_user_session.private_peer","MULTI-REFERENCE-PORTABILITY","multi_account.reference_portability","TG:G2; all:G4/G7","auto+live","unknown","missing","absent","missing","missing","LIM-PROVIDER-LEGAL-001","Reply/lifecycle reference may be binding-local and cannot silently hop account.","INB2-DMX-001|INB2-MSG-004|INB2-MSG-005|INB2-MSG-006","2026-07-10"
